Header Size:	 79	 
Pulse Version:	 80	 
Running Pulse Version:	PULSE LabShop  Version 21.0.0.567 - 2016-11-03	 
Decimal Symbol:	,	 
Date Format:	dd.MM.yyyy	 
Time Format:	HH:mm:ss:mmm	 
Data Type:	Real	 
Slice:	False	 
Z-Axis type:	Linear	 
Z-Axis size:	1	 
Z-Axis unit:	 	 
Z-Axis first value:	 0,0000000000e+000	 
Z-Axis delta:	 1,0000000000e+000	 
X-Axis type:	Linear	 
X-Axis size:	25604
X-Axis unit:	s	 
X-Axis first value:	 0,0000000000e+000	 
X-Axis delta:	 3,0517578000e-005	 
	 	 
AmplitudeUnit:	m/s²	 
Analyzer:	FFT_Spectrum_Averaging	 
AnalyzerName:	FFT Analyzer	 
	 	 
	 	 
Bipolar:	True	 
CenterFrequency:	 6,4000000000e+003	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
Domain:	0	 
Function:	Time	 
	 	 
InputRange:	 9,6246390760e+003	 
	 	 
	 	 
MultiBufferName:	Input	 
NBW:	 1,0000000000e+000	 
	 	 
	 	 
	 	 
Power:	False	 
PowerUnit:	(m/s²)²	 
	 	 
RecordLength:	1.0000000000e+00
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
SamplingRatio:	 2,5600000000e+000	 
Signal:	Acc1	 
	 	 
SignalUnit:	m/s²	 
	 	 
	 	 
	 	 
Title:	Time(Acc1) - Current	 
Title1:	Working : Input : Input : FFT Analyzer	 
	 	 
	 	 
Weight:	0	 
ZoomOn:	False	 
	 	 
TemplateName:	Working	 
MeasurementName:	Input	 
MeasurementSlice:	False	 
	 	 
	 	 
	 	 
EnvelopeOn:	False	 
	 	 
	 	 
	 	 
Z-index:	 	1
Date:	 	12.09.2018
Time:	 	12:00:03:255
Relative time:	 	 0,00000e+000
Z-axis:	 	 0,0000000000e+000
0	 0,0000000000e+00	 8,37265e-01
1	 3,9055538833e-05	 6,41047e-01
2	 7,8111077666e-05	-4,12012e-01
3	 1,1716661650e-04	-4,39450e-01
4	 1,5622215533e-04	-9,48454e-01
5	 1,9527769417e-04	 5,62457e-01
6	 2,3433323300e-04	 2,04038e+00
7	 2,7338877183e-04	 4,22128e-01
8	 3,1244431066e-04	-1,14784e+00
9	 3,5149984950e-04	 1,82793e-01
10	 3,9055538833e-04	 1,28263e+00
11	 4,2961092716e-04	-2,28209e-01
12	 4,6866646600e-04	-1,99939e-01
13	 5,0772200483e-04	 2,93600e-01
14	 5,4677754366e-04	-1,85601e-01
15	 5,8583308250e-04	-4,46665e-01
16	 6,2488862133e-04	 3,06880e-01
17	 6,6394416016e-04	-6,16076e-02
18	 7,0299969900e-04	-1,27462e+00
19	 7,4205523783e-04	-1,17449e-01
20	 7,8111077666e-04	-2,54876e-03
21	 8,2016631550e-04	 1,12207e+00
22	 8,5922185433e-04	 1,69004e+00
23	 8,9827739316e-04	 2,90201e-01
24	 9,3733293199e-04	-8,66573e-01
25	 9,7638847083e-04	-2,72639e-01
26	 1,0154440097e-03	 3,90714e-01
27	 1,0544995485e-03	 2,68005e-01
28	 1,0935550873e-03	-2,47432e-01
29	 1,1326106262e-03	-1,84848e-01
30	 1,1716661650e-03	 2,01961e-01
31	 1,2107217038e-03	-9,35041e-01
32	 1,2497772427e-03	-1,76990e+00
33	 1,2888327815e-03	 1,77376e+00
34	 1,3278883203e-03	 1,74036e+00
35	 1,3669438592e-03	-1,50715e-01
36	 1,4059993980e-03	 1,78094e-03
37	 1,4450549368e-03	 4,96645e-01
38	 1,4841104757e-03	 3,15252e-02
39	 1,5231660145e-03	-8,64019e-01
40	 1,5622215533e-03	 7,61675e-01
41	 1,6012770922e-03	 9,11863e-01
42	 1,6403326310e-03	-6,64913e-01
43	 1,6793881698e-03	-1,27545e+00
44	 1,7184437087e-03	-3,39452e-01
45	 1,7574992475e-03	-4,05945e-01
46	 1,7965547863e-03	 8,37436e-01
47	 1,8356103252e-03	-5,54205e-02
48	 1,8746658640e-03	 2,42488e-01
49	 1,9137214028e-03	 1,29287e+00
50	 1,9527769417e-03	 7,75346e-01
51	 1,9918324805e-03	-6,31086e-01
52	 2,0308880193e-03	 6,87808e-01
53	 2,0699435582e-03	 2,66221e-01
54	 2,1089990970e-03	-8,03196e-01
55	 2,1480546358e-03	-1,80697e-01
56	 2,1871101747e-03	 4,00172e-01
57	 2,2261657135e-03	-1,00257e+00
58	 2,2652212523e-03	-5,93553e-01
59	 2,3042767912e-03	-6,45656e-01
60	 2,3433323300e-03	-5,52603e-01
61	 2,3823878688e-03	 1,56336e+00
62	 2,4214434077e-03	-7,59598e-02
63	 2,4604989465e-03	 1,88589e-01
64	 2,4995544853e-03	 4,47988e-01
65	 2,5386100242e-03	-7,80409e-01
66	 2,5776655630e-03	 2,85908e-01
67	 2,6167211018e-03	 1,21541e+00
68	 2,6557766407e-03	 1,56658e+00
69	 2,6948321795e-03	-7,51865e-02
70	 2,7338877183e-03	-4,31759e-01
71	 2,7729432572e-03	-1,50883e-01
72	 2,8119987960e-03	-7,77843e-01
73	 2,8510543348e-03	-2,06412e-01
74	 2,8901098736e-03	 5,06325e-01
75	 2,9291654125e-03	 9,06413e-01
76	 2,9682209513e-03	-6,27123e-02
77	 3,0072764901e-03	-1,13401e+00
78	 3,0463320290e-03	-7,86321e-01
79	 3,0853875678e-03	-4,65011e-01
80	 3,1244431066e-03	 6,43049e-01
81	 3,1634986455e-03	 1,17980e+00
82	 3,2025541843e-03	 1,11428e+00
83	 3,2416097231e-03	-9,79345e-02
84	 3,2806652620e-03	 1,13585e+00
85	 3,3197208008e-03	-4,17608e-01
86	 3,3587763396e-03	-1,97445e+00
87	 3,3978318785e-03	-9,80655e-01
88	 3,4368874173e-03	-2,41702e-01
89	 3,4759429561e-03	 1,20780e+00
90	 3,5149984950e-03	 1,52493e+00
91	 3,5540540338e-03	 3,54389e-02
92	 3,5931095726e-03	-7,71232e-01
93	 3,6321651115e-03	-6,13332e-01
94	 3,6712206503e-03	-2,57984e-01
95	 3,7102761891e-03	 3,32020e-02
96	 3,7493317280e-03	 1,99034e+00
97	 3,7883872668e-03	 7,54995e-02
98	 3,8274428056e-03	-5,43452e-02
99	 3,8664983445e-03	 6,81867e-01
100	 3,9055538833e-03	 6,37942e-01
101	 3,9446094221e-03	-1,29634e+00
102	 3,9836649610e-03	-8,05455e-01
103	 4,0227204998e-03	 9,86831e-01
104	 4,0617760386e-03	 1,35408e+00
105	 4,1008315775e-03	 2,86829e-01
106	 4,1398871163e-03	-1,59318e+00
107	 4,1789426551e-03	-5,56349e-01
108	 4,2179981940e-03	-4,38347e-01
109	 4,2570537328e-03	 2,98550e-02
110	 4,2961092716e-03	 1,01689e+00
111	 4,3351648105e-03	-1,09504e-01
112	 4,3742203493e-03	 8,77237e-01
113	 4,4132758881e-03	-7,75403e-01
114	 4,4523314270e-03	-3,46640e-01
115	 4,4913869658e-03	 1,18344e-01
116	 4,5304425046e-03	 2,84077e-01
117	 4,5694980435e-03	 2,30449e-01
118	 4,6085535823e-03	-4,87063e-01
119	 4,6476091211e-03	 8,49421e-01
120	 4,6866646600e-03	-4,97390e-01
121	 4,7257201988e-03	 5,10939e-01
122	 4,7647757376e-03	-3,22125e-01
123	 4,8038312765e-03	 1,36829e-01
124	 4,8428868153e-03	 4,94814e-01
125	 4,8819423541e-03	 7,01401e-01
126	 4,9209978930e-03	 1,00030e+00
127	 4,9600534318e-03	-3,36447e-01
128	 4,9991089706e-03	 3,68097e-01
129	 5,0381645095e-03	-1,32257e+00
130	 5,0772200483e-03	-6,42615e-01
131	 5,1162755871e-03	 5,87109e-01
132	 5,1553311260e-03	-1,02628e+00
133	 5,1943866648e-03	-8,60017e-02
134	 5,2334422036e-03	 5,62069e-02
135	 5,2724977425e-03	 4,86901e-01
136	 5,3115532813e-03	-1,30384e+00
137	 5,3506088201e-03	 2,52215e-01
138	 5,3896643590e-03	 9,29260e-01
139	 5,4287198978e-03	 8,85419e-01
140	 5,4677754366e-03	 4,82196e-02
141	 5,5068309755e-03	-4,17028e-01
142	 5,5458865143e-03	-9,11472e-01
143	 5,5849420531e-03	-1,40296e+00
144	 5,6239975920e-03	-5,02647e-01
145	 5,6630531308e-03	 1,75783e+00
146	 5,7021086696e-03	 1,29561e+00
147	 5,7411642085e-03	-1,32329e-03
148	 5,7802197473e-03	-4,12108e-01
149	 5,8192752861e-03	-4,87556e-01
150	 5,8583308250e-03	 1,89837e+00
151	 5,8973863638e-03	 4,65324e-02
152	 5,9364419026e-03	-9,55031e-01
153	 5,9754974415e-03	 7,50625e-01
154	 6,0145529803e-03	 6,73892e-01
155	 6,0536085191e-03	 4,02566e-01
156	 6,0926640580e-03	-2,27623e+00
157	 6,1317195968e-03	-1,77906e+00
158	 6,1707751356e-03	 9,29691e-01
159	 6,2098306745e-03	 3,91035e-01
160	 6,2488862133e-03	-9,35128e-01
161	 6,2879417521e-03	 2,12107e+00
162	 6,3269972910e-03	 1,30608e+00
163	 6,3660528298e-03	-1,57050e+00
164	 6,4051083686e-03	-4,59413e-01
165	 6,4441639075e-03	 9,90794e-01
166	 6,4832194463e-03	 7,55933e-01
167	 6,5222749851e-03	-2,74567e-01
168	 6,5613305240e-03	 4,05565e-01
169	 6,6003860628e-03	 1,60154e+00
170	 6,6394416016e-03	-1,70859e+00
171	 6,6784971405e-03	-1,06602e+00
172	 6,7175526793e-03	 1,24617e+00
173	 6,7566082181e-03	 4,44257e-01
174	 6,7956637570e-03	-4,00900e-01
175	 6,8347192958e-03	 1,37011e+00
176	 6,8737748346e-03	 7,69388e-01
177	 6,9128303735e-03	-6,37842e-01
178	 6,9518859123e-03	-1,59635e+00
179	 6,9909414511e-03	-5,65026e-01
180	 7,0299969900e-03	 1,45497e+00
181	 7,0690525288e-03	-6,37130e-01
182	 7,1081080676e-03	 3,86433e-01
183	 7,1471636065e-03	-5,99130e-01
184	 7,1862191453e-03	 3,31799e-03
185	 7,2252746841e-03	-2,83964e-01
186	 7,2643302230e-03	-9,46899e-01
187	 7,3033857618e-03	 1,00988e+00
188	 7,3424413006e-03	-3,97506e-01
