Header Size:	 79	 
Pulse Version:	 80	 
Running Pulse Version:	PULSE LabShop  Version 21.0.0.567 - 2016-11-03	 
Decimal Symbol:	,	 
Date Format:	dd.MM.yyyy	 
Time Format:	HH:mm:ss:mmm	 
Data Type:	Real	 
Slice:	False	 
Z-Axis type:	Linear	 
Z-Axis size:	1	 
Z-Axis unit:	 	 
Z-Axis first value:	 0,0000000000e+000	 
Z-Axis delta:	 1,0000000000e+000	 
X-Axis type:	Linear	 
X-Axis size:	25604
X-Axis unit:	s	 
X-Axis first value:	 0,0000000000e+000	 
X-Axis delta:	 3,0517578000e-005	 
	 	 
AmplitudeUnit:	N	 
Analyzer:	FFT_Spectrum_Averaging	 
AnalyzerName:	FFT Analyzer	 
	 	 
	 	 
Bipolar:	True	 
CenterFrequency:	 6,4000000000e+003	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
Domain:	0	 
Function:	Time	 
	 	 
InputRange:	 4,7014574518e+003	 
	 	 
	 	 
MultiBufferName:	Input	 
NBW:	 1,0000000000e+000	 
	 	 
	 	 
	 	 
Power:	False	 
PowerUnit:	N²	 
	 	 
RecordLength:	1.0000000000e+00
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
SamplingRatio:	 2,5600000000e+000	 
Signal:	Hammer	 
	 	 
SignalUnit:	N	 
	 	 
	 	 
	 	 
Title:	Time(Hammer) - Current	 
Title1:	Working : Input : Input : FFT Analyzer	 
	 	 
	 	 
Weight:	0	 
ZoomOn:	False	 
	 	 
TemplateName:	Working	 
MeasurementName:	Input	 
MeasurementSlice:	False	 
	 	 
	 	 
	 	 
EnvelopeOn:	False	 
	 	 
	 	 
	 	 
Z-index:	 	1
Date:	 	12.09.2018
Time:	 	12:00:03:255
Relative time:	 	 0,00000e+000
Z-axis:	 	 0,0000000000e+000
0	 0,0000000000e+00	-1,99831e-03
1	 3,9055538833e-05	 1,15102e-02
2	 7,8111077666e-05	 2,80166e-02
3	 1,1716661650e-04	 1,15606e-02
4	 1,5622215533e-04	 2,56130e-02
5	 1,9527769417e-04	 2,56896e-02
6	 2,3433323300e-04	 2,05764e-02
7	 2,7338877183e-04	 1,45712e-02
8	 3,1244431066e-04	 2,16664e-02
9	 3,5149984950e-04	 3,19594e-02
10	 3,9055538833e-04	 7,76937e-03
11	 4,2961092716e-04	 2,43362e-02
12	 4,6866646600e-04	 2,20771e-02
13	 5,0772200483e-04	 1,10673e-02
14	 5,4677754366e-04	 1,85977e-02
15	 5,8583308250e-04	 3,18763e-02
16	 6,2488862133e-04	 1,82369e-02
17	 6,6394416016e-04	 1,26560e-02
18	 7,0299969900e-04	 3,15426e-02
19	 7,4205523783e-04	 1,55675e-02
20	 7,8111077666e-04	 7,18482e-03
21	 8,2016631550e-04	 2,08189e-02
22	 8,5922185433e-04	 1,47575e-02
23	 8,9827739316e-04	 1,44516e-02
24	 9,3733293199e-04	 3,14082e-02
25	 9,7638847083e-04	 2,40634e-02
26	 1,0154440097e-03	 1,87399e-02
27	 1,0544995485e-03	 1,68267e-02
28	 1,0935550873e-03	 2,20901e-02
29	 1,1326106262e-03	 1,67491e-02
30	 1,1716661650e-03	 1,13350e-02
31	 1,2107217038e-03	 1,64900e-02
32	 1,2497772427e-03	 2,32237e-02
33	 1,2888327815e-03	 7,72781e-03
34	 1,3278883203e-03	 2,08436e-02
35	 1,3669438592e-03	 2,69268e-02
36	 1,4059993980e-03	 6,28355e-04
37	 1,4450549368e-03	 2,10604e-02
38	 1,4841104757e-03	 1,82979e-02
39	 1,5231660145e-03	 1,04505e-02
40	 1,5622215533e-03	 2,86369e-02
41	 1,6012770922e-03	 2,20212e-02
42	 1,6403326310e-03	 1,13148e-02
43	 1,6793881698e-03	 2,65839e-02
44	 1,7184437087e-03	 2,50588e-02
45	 1,7574992475e-03	 1,96929e-02
46	 1,7965547863e-03	 2,05331e-02
47	 1,8356103252e-03	 3,02431e-02
48	 1,8746658640e-03	 2,79764e-02
49	 1,9137214028e-03	 1,94777e-02
50	 1,9527769417e-03	 3,50833e-02
51	 1,9918324805e-03	 3,02024e-02
52	 2,0308880193e-03	 2,53367e-02
53	 2,0699435582e-03	 2,86921e-02
54	 2,1089990970e-03	 1,47260e-02
55	 2,1480546358e-03	 1,50623e-02
56	 2,1871101747e-03	 2,04321e-02
57	 2,2261657135e-03	 1,38517e-02
58	 2,2652212523e-03	 2,13500e-02
59	 2,3042767912e-03	 2,54514e-02
60	 2,3433323300e-03	 4,17311e-02
61	 2,3823878688e-03	 1,44284e-02
62	 2,4214434077e-03	 1,76544e-02
63	 2,4604989465e-03	 1,11564e-02
64	 2,4995544853e-03	 1,42762e-02
65	 2,5386100242e-03	 1,90458e-02
66	 2,5776655630e-03	 5,79584e-03
67	 2,6167211018e-03	 1,50378e-02
68	 2,6557766407e-03	 4,77285e-02
69	 2,6948321795e-03	 1,30032e-02
70	 2,7338877183e-03	 1,41533e-02
71	 2,7729432572e-03	 1,15960e-02
72	 2,8119987960e-03	 7,60735e-03
73	 2,8510543348e-03	 8,38206e-03
74	 2,8901098736e-03	 2,07950e-02
75	 2,9291654125e-03	 1,87079e-02
76	 2,9682209513e-03	 7,00472e-03
77	 3,0072764901e-03	 2,05706e-02
78	 3,0463320290e-03	 1,89322e-02
79	 3,0853875678e-03	 4,74386e-03
80	 3,1244431066e-03	 1,43752e-02
81	 3,1634986455e-03	 1,57919e-02
82	 3,2025541843e-03	 1,39882e-02
83	 3,2416097231e-03	 1,67860e-02
84	 3,2806652620e-03	 1,69695e-02
85	 3,3197208008e-03	 1,92865e-02
86	 3,3587763396e-03	-7,03283e-03
87	 3,3978318785e-03	 2,36578e-02
88	 3,4368874173e-03	 1,02718e-02
89	 3,4759429561e-03	 6,79467e-03
90	 3,5149984950e-03	 1,88216e-02
91	 3,5540540338e-03	 1,71413e-02
92	 3,5931095726e-03	 4,25828e-03
93	 3,6321651115e-03	 2,26101e-02
94	 3,6712206503e-03	 1,98538e-02
95	 3,7102761891e-03	 5,27226e-03
96	 3,7493317280e-03	 2,11532e-02
97	 3,7883872668e-03	 1,61934e-02
98	 3,8274428056e-03	 7,20178e-03
99	 3,8664983445e-03	 1,44626e-02
100	 3,9055538833e-03	 2,26172e-02
101	 3,9446094221e-03	 1,95110e-02
102	 3,9836649610e-03	 1,10981e-02
103	 4,0227204998e-03	 6,86280e-03
104	 4,0617760386e-03	 1,61250e-02
105	 4,1008315775e-03	 4,17854e-03
106	 4,1398871163e-03	 5,45887e-03
107	 4,1789426551e-03	 2,00284e-02
108	 4,2179981940e-03	 9,63085e-04
109	 4,2570537328e-03	 8,99565e-03
110	 4,2961092716e-03	 3,49765e-03
111	 4,3351648105e-03	-4,11638e-03
112	 4,3742203493e-03	 8,22499e-03
113	 4,4132758881e-03	 2,12319e-03
114	 4,4523314270e-03	-3,54235e-03
115	 4,4913869658e-03	-1,45017e-03
116	 4,5304425046e-03	 5,52189e-03
117	 4,5694980435e-03	-6,66105e-04
118	 4,6085535823e-03	-6,50417e-03
119	 4,6476091211e-03	 3,37811e-03
120	 4,6866646600e-03	-5,14652e-03
121	 4,7257201988e-03	-1,17980e-03
122	 4,7647757376e-03	-4,88864e-03
123	 4,8038312765e-03	-1,44952e-03
124	 4,8428868153e-03	-4,81290e-03
125	 4,8819423541e-03	-8,37035e-04
126	 4,9209978930e-03	-8,65265e-03
127	 4,9600534318e-03	-5,72390e-03
128	 4,9991089706e-03	 2,52031e-03
129	 5,0381645095e-03	 2,41331e-04
130	 5,0772200483e-03	-1,28262e-03
131	 5,1162755871e-03	-2,36364e-03
132	 5,1553311260e-03	-4,90854e-03
133	 5,1943866648e-03	-1,39658e-04
134	 5,2334422036e-03	 1,28998e-03
135	 5,2724977425e-03	 7,68662e-04
136	 5,3115532813e-03	-5,86444e-03
137	 5,3506088201e-03	-1,57866e-03
138	 5,3896643590e-03	-2,86576e-03
139	 5,4287198978e-03	 3,47221e-03
140	 5,4677754366e-03	 0,00000e+00
141	 5,5068309755e-03	-1,19323e-03
142	 5,5458865143e-03	-2,66442e-03
143	 5,5849420531e-03	 1,96881e-03
144	 5,6239975920e-03	-2,76341e-03
145	 5,6630531308e-03	-1,64168e-03
146	 5,7021086696e-03	-8,35772e-03
147	 5,7411642085e-03	-4,32576e-03
148	 5,7802197473e-03	-4,43371e-03
149	 5,8192752861e-03	-8,90717e-03
150	 5,8583308250e-03	-1,25420e-02
151	 5,8973863638e-03	 1,61416e-03
152	 5,9364419026e-03	-9,23671e-03
153	 5,9754974415e-03	-4,54990e-03
154	 6,0145529803e-03	-1,14934e-02
155	 6,0536085191e-03	-1,04074e-02
156	 6,0926640580e-03	-4,89959e-03
157	 6,1317195968e-03	-5,89394e-03
158	 6,1707751356e-03	-3,95705e-03
159	 6,2098306745e-03	 4,96328e-03
160	 6,2488862133e-03	 1,41778e-03
161	 6,2879417521e-03	-1,18808e-03
162	 6,3269972910e-03	 1,56794e-03
163	 6,3660528298e-03	 2,64564e-04
164	 6,4051083686e-03	-4,11529e-03
165	 6,4441639075e-03	-5,36323e-03
166	 6,4832194463e-03	-7,29349e-04
167	 6,5222749851e-03	 5,16403e-04
168	 6,5613305240e-03	-1,26493e-02
169	 6,6003860628e-03	-5,84722e-03
170	 6,6394416016e-03	-1,63125e-04
171	 6,6784971405e-03	 4,82989e-03
172	 6,7175526793e-03	-1,39010e-03
173	 6,7566082181e-03	-4,52664e-03
174	 6,7956637570e-03	-4,05116e-03
175	 6,8347192958e-03	-3,41029e-03
176	 6,8737748346e-03	-1,19947e-03
177	 6,9128303735e-03	 9,86084e-04
178	 6,9518859123e-03	 1,73107e-03
179	 6,9909414511e-03	 3,46927e-03
180	 7,0299969900e-03	-2,90351e-03
181	 7,0690525288e-03	-7,77819e-04
182	 7,1081080676e-03	-1,16932e-03
183	 7,1471636065e-03	 1,33801e-03
184	 7,1862191453e-03	-1,65063e-03
185	 7,2252746841e-03	-1,49354e-03
186	 7,2643302230e-03	-3,87149e-03
187	 7,3033857618e-03	-2,56857e-03
188	 7,3424413006e-03	-4,27459e-03
189	 7,3814968395e-03	 1,60268e-02
